"state","sex","year","total","daily"
"Missouri","Females",2009,24.34,19.17
"Missouri","Both",2009,25.82,20.09
"Missouri","Males",2010,27.5,20.93
"Missouri","Females",2010,24.18,18.77
"Missouri","Both",2010,25.81,19.83
"Missouri","Males",2011,27.36,20.72
"Missouri","Females",2011,23.73,18.39
"Missouri","Both",2011,25.51,19.54
"Missouri","Males",2012,26.54,19.82
"Missouri","Females",2012,23.11,17.7
"Missouri","Both",2012,24.79,18.74
"Montana","Males",1996,25.06,21.2
"Montana","Females",1996,22.81,19.75
"Montana","Both",1996,23.92,20.46
"Montana","Males",1997,24.98,20.85
"Montana","Females",1997,22.9,19.64
"Montana","Both",1997,23.92,20.24
"Montana","Males",1998,24.79,20.41
"Montana","Females",1998,22.99,19.49
"Montana","Both",1998,23.87,19.94
"Montana","Males",1999,24.62,19.79
"Montana","Females",1999,23.25,19.23
"Montana","Both",1999,23.92,19.5
"Montana","Males",2000,24.32,19.08
"Montana","Females",2000,23.36,18.98
"Montana","Both",2000,23.84,19.03
"Montana","Males",2001,24.29,18.66
"Montana","Females",2001,23.59,18.95
"Montana","Both",2001,23.94,18.81
"Montana","Males",2002,24.62,18.86
"Montana","Females",2002,23.8,18.86
"Montana","Both",2002,24.2,18.86
"Montana","Males",2003,24.51,18.52
"Montana","Females",2003,23.29,18.09
"Montana","Both",2003,23.89,18.3
"Montana","Males",2004,24.14,18.05
"Montana","Females",2004,22.95,17.56
"Montana","Both",2004,23.53,17.8
"Montana","Males",2005,23.86,17.66
"Montana","Females",2005,22.7,17.43
"Montana","Both",2005,23.27,17.54
"Montana","Males",2006,23.47,17.13
"Montana","Females",2006,22.2,16.81
"Montana","Both",2006,22.83,16.97
"Montana","Males",2007,22.93,16.69
"Montana","Females",2007,21.76,16.35
"Montana","Both",2007,22.33,16.52
"Montana","Males",2008,22.47,16.34
"Montana","Females",2008,21.29,15.85
"Montana","Both",2008,21.87,16.09
"Montana","Males",2009,22.56,16.35
"Montana","Females",2009,21.11,15.75
"Montana","Both",2009,21.82,16.04
"Montana","Males",2010,22.29,16.18
"Montana","Females",2010,20.42,14.92
"Montana","Both",2010,21.34,15.54
"Montana","Males",2011,22.7,16.55
"Montana","Females",2011,20.23,14.79
"Montana","Both",2011,21.44,15.65
"Montana","Males",2012,22.09,15.86
"Montana","Females",2012,19.76,14.26
"Montana","Both",2012,20.91,15.05
"Nebraska","Males",1996,27.75,23.35
"Nebraska","Females",1996,22.47,19.35
"Nebraska","Both",1996,25.07,21.31
"Nebraska","Males",1997,27.56,22.81
"Nebraska","Females",1997,22.44,19.08
"Nebraska","Both",1997,24.95,20.91
"Nebraska","Males",1998,27.2,22.14
"Nebraska","Females",1998,22.39,18.76
"Nebraska","Both",1998,24.76,20.42
"Nebraska","Males",1999,27.09,21.66
"Nebraska","Females",1999,22.56,18.5
"Nebraska","Both",1999,24.79,20.05
"Nebraska","Males",2000,26.62,20.97
"Nebraska","Females",2000,22.16,17.75
"Nebraska","Both",2000,24.35,19.33
"Nebraska","Males",2001,26.12,20.32
"Nebraska","Females",2001,22.09,17.46
"Nebraska","Both",2001,24.07,18.86
"Nebraska","Males",2002,26.56,20.67
"Nebraska","Females",2002,22.2,17.38
"Nebraska","Both",2002,24.34,19
"Nebraska","Males",2003,26.48,20.54
"Nebraska","Females",2003,21.72,16.69
"Nebraska","Both",2003,24.06,18.58
"Nebraska","Males",2004,25.97,20
"Nebraska","Females",2004,21.5,16.29
"Nebraska","Both",2004,23.69,18.11
"Nebraska","Males",2005,25.71,19.51
"Nebraska","Females",2005,21.37,16.08
"Nebraska","Both",2005,23.5,17.76
"Nebraska","Males",2006,25.1,18.96
"Nebraska","Females",2006,20.82,15.64
"Nebraska","Both",2006,22.92,17.27
"Nebraska","Males",2007,24.32,18.39
"Nebraska","Females",2007,20.39,15.4
"Nebraska","Both",2007,22.32,16.87
"Nebraska","Males",2008,23.41,17.55
"Nebraska","Females",2008,20.04,15.09
"Nebraska","Both",2008,21.7,16.3
"Nebraska","Males",2009,23.37,17.33
"Nebraska","Females",2009,19.9,15.05
"Nebraska","Both",2009,21.61,16.17
"Nebraska","Males",2010,23.03,16.99
"Nebraska","Females",2010,19.61,14.74
"Nebraska","Both",2010,21.29,15.85
"Nebraska","Males",2011,23.33,17.15
"Nebraska","Females",2011,20.05,15.12
"Nebraska","Both",2011,21.66,16.11
"Nebraska","Males",2012,22.64,16.39
"Nebraska","Females",2012,19.5,14.5
"Nebraska","Both",2012,21.04,15.43
"Nevada","Males",1996,30.95,26.02
"Nevada","Females",1996,28.39,24.58
"Nevada","Both",1996,29.65,25.29
"Nevada","Males",1997,31.02,25.27
"Nevada","Females",1997,28.19,23.99
"Nevada","Both",1997,29.58,24.62
"Nevada","Males",1998,31.71,25.2
"Nevada","Females",1998,28.42,23.76
"Nevada","Both",1998,30.03,24.47
"Nevada","Males",1999,32.33,25.3
"Nevada","Females",1999,28.53,23.26
"Nevada","Both",1999,30.39,24.26
"Nevada","Males",2000,32.17,24.73
"Nevada","Females",2000,27.99,23
"Nevada","Both",2000,30.04,23.85
"Nevada","Males",2001,32.22,24.94
"Nevada","Females",2001,26.95,21.97
"Nevada","Both",2001,29.54,23.43
"Nevada","Males",2002,31.43,23.89
"Nevada","Females",2002,26.24,20.84
"Nevada","Both",2002,28.79,22.34
"Nevada","Males",2003,30.77,23.41
"Nevada","Females",2003,25.81,20.72
"Nevada","Both",2003,28.25,22.04
"Nevada","Males",2004,29.34,22.06
"Nevada","Females",2004,24.75,19.89
"Nevada","Both",2004,27,20.96
"Nevada","Males",2005,29.04,21.74
"Nevada","Females",2005,24.36,19.22
"Nevada","Both",2005,26.66,20.46
"Nevada","Males",2006,28.36,20.96
"Nevada","Females",2006,24.37,18.92
"Nevada","Both",2006,26.33,19.92
"Nevada","Males",2007,27.72,20.39
"Nevada","Females",2007,24.06,18.61
"Nevada","Both",2007,25.86,19.49
"Nevada","Males",2008,27.39,20.5
"Nevada","Females",2008,23.61,18.03
"Nevada","Both",2008,25.46,19.25
"Nevada","Males",2009,26.89,20.05
"Nevada","Females",2009,23.17,17.57
"Nevada","Both",2009,25,18.79
"Nevada","Males",2010,26.27,19.17
"Nevada","Females",2010,23.21,17.24
"Nevada","Both",2010,24.71,18.19
"Nevada","Males",2011,24.99,17.82
"Nevada","Females",2011,22.66,16.91
"Nevada","Both",2011,23.81,17.36
"Nevada","Males",2012,24.13,16.94
"Nevada","Females",2012,21.92,16.12
"Nevada","Both",2012,23.01,16.52
"New Hampshire","Males",1996,27.24,23.28
"New Hampshire","Females",1996,23.62,19
"New Hampshire","Both",1996,25.4,21.1
"New Hampshire","Males",1997,28.06,23.84
"New Hampshire","Females",1997,24.17,19.42
"New Hampshire","Both",1997,26.08,21.59
"New Hampshire","Males",1998,27.92,23.37
"New Hampshire","Females",1998,24.26,19.32
"New Hampshire","Both",1998,26.06,21.31
"New Hampshire","Males",1999,28.22,23.49
"New Hampshire","Females",1999,24.37,19.46
"New Hampshire","Both",1999,26.26,21.44
"New Hampshire","Males",2000,26.72,21.73
"New Hampshire","Females",2000,23.65,18.61
"New Hampshire","Both",2000,25.16,20.14
"New Hampshire","Males",2001,25.55,20.49
"New Hampshire","Females",2001,23.34,18.29
"New Hampshire","Both",2001,24.42,19.37
"New Hampshire","Males",2002,25.24,19.9
"New Hampshire","Females",2002,22.99,17.89
"New Hampshire","Both",2002,24.1,18.88
"New Hampshire","Males",2003,25.15,19.76
"New Hampshire","Females",2003,22.93,17.81
"New Hampshire","Both",2003,24.02,18.77
"New Hampshire","Males",2004,24.35,19.02
"New Hampshire","Females",2004,22.28,17.22
"New Hampshire","Both",2004,23.3,18.1
"New Hampshire","Males",2005,23.51,18.29
"New Hampshire","Females",2005,21.79,16.63
"New Hampshire","Both",2005,22.63,17.45
"New Hampshire","Males",2006,23.06,17.81
"New Hampshire","Females",2006,21.26,16.04
"New Hampshire","Both",2006,22.15,16.91
"New Hampshire","Males",2007,22.44,17.24
"New Hampshire","Females",2007,20.44,15.33
"New Hampshire","Both",2007,21.42,16.27
"New Hampshire","Males",2008,21.81,16.58
"New Hampshire","Females",2008,19.41,14.49
"New Hampshire","Both",2008,20.59,15.51
"New Hampshire","Males",2009,21.4,16.44
"New Hampshire","Females",2009,19.21,14.51
"New Hampshire","Both",2009,20.29,15.46
"New Hampshire","Males",2010,20.65,15.5
"New Hampshire","Females",2010,17.89,13.37
"New Hampshire","Both",2010,19.25,14.41
"New Hampshire","Males",2011,20.23,15.5
"New Hampshire","Females",2011,17.55,13.47
"New Hampshire","Both",2011,18.86,14.46
"New Hampshire","Males",2012,19.71,14.88
"New Hampshire","Females",2012,17.18,13.03
"New Hampshire","Both",2012,18.42,13.94
"New Jersey","Males",1996,25.05,20.17
"New Jersey","Females",1996,21.72,16.73
"New Jersey","Both",1996,23.35,18.42
"New Jersey","Males",1997,24.8,19.61
"New Jersey","Females",1997,21.57,16.5
"New Jersey","Both",1997,23.16,18.03
"New Jersey","Males",1998,24.47,18.98
"New Jersey","Females",1998,21.4,16.2
"New Jersey","Both",1998,22.91,17.56
"New Jersey","Males",1999,24.41,18.38
"New Jersey","Females",1999,21.66,16.49
"New Jersey","Both",1999,23.01,17.42
"New Jersey","Males",2000,24.09,18.07
"New Jersey","Females",2000,21.7,16.3
"New Jersey","Both",2000,22.87,17.17
"New Jersey","Males",2001,24.49,18.13
"New Jersey","Females",2001,21.84,16.28
"New Jersey","Both",2001,23.14,17.19
"New Jersey","Males",2002,24.72,17.95
"New Jersey","Females",2002,21.95,16.13
"New Jersey","Both",2002,23.31,17.02
"New Jersey","Males",2003,23.96,17.28
"New Jersey","Females",2003,21.5,15.84
"New Jersey","Both",2003,22.71,16.55
"New Jersey","Males",2004,23.33,16.78
"New Jersey","Females",2004,20.59,15.07
"New Jersey","Both",2004,21.93,15.91
"New Jersey","Males",2005,23,16.26
"New Jersey","Females",2005,20.02,14.64
"New Jersey","Both",2005,21.48,15.44
"New Jersey","Males",2006,22.39,15.7
"New Jersey","Females",2006,19.04,13.84
"New Jersey","Both",2006,20.68,14.75
"New Jersey","Males",2007,21.84,15.3
"New Jersey","Females",2007,18.18,13.08
"New Jersey","Both",2007,19.98,14.17
"New Jersey","Males",2008,21.41,14.96
"New Jersey","Females",2008,17.4,12.5
"New Jersey","Both",2008,19.37,13.71
"New Jersey","Males",2009,20.68,14.49
"New Jersey","Females",2009,16.94,11.93
"New Jersey","Both",2009,18.77,13.18
"New Jersey","Males",2010,20.46,14.08
"New Jersey","Females",2010,16.34,11.22
"New Jersey","Both",2010,18.36,12.63
"New Jersey","Males",2011,20.24,13.73
"New Jersey","Females",2011,16.5,11.04
"New Jersey","Both",2011,18.34,12.36
"New Jersey","Males",2012,19.65,13.09
"New Jersey","Females",2012,16.04,10.57
"New Jersey","Both",2012,17.81,11.8
"New Mexico","Males",1996,27.21,20.73
"New Mexico","Females",1996,23.28,17.71
"New Mexico","Both",1996,25.21,19.19
"New Mexico","Males",1997,26.97,20.14
"New Mexico","Females",1997,23.12,17.41
"New Mexico","Both",1997,25.01,18.75
"New Mexico","Males",1998,26.96,19.81
"New Mexico","Females",1998,23.17,17.25
"New Mexico","Both",1998,25.03,18.51
"New Mexico","Males",1999,27.33,19.62
"New Mexico","Females",1999,22.95,17.04
"New Mexico","Both",1999,25.1,18.3
"New Mexico","Males",2000,27.21,19.26
"New Mexico","Females",2000,22.57,16.68
"New Mexico","Both",2000,24.85,17.95
"New Mexico","Males",2001,27.26,19.16
"New Mexico","Females",2001,22.97,16.92
"New Mexico","Both",2001,25.08,18.02
"New Mexico","Males",2002,27.5,18.98
"New Mexico","Females",2002,22.79,16.53
"New Mexico","Both",2002,25.1,17.73
"New Mexico","Males",2003,28.05,19.16
"New Mexico","Females",2003,22.59,16.24
"New Mexico","Both",2003,25.27,17.67
"New Mexico","Males",2004,26.99,18.44
"New Mexico","Females",2004,21.75,15.48
"New Mexico","Both",2004,24.32,16.93
"New Mexico","Males",2005,27.3,18.35
"New Mexico","Females",2005,21.58,15.18
"New Mexico","Both",2005,24.39,16.74
"New Mexico","Males",2006,27.01,18.08
"New Mexico","Females",2006,21,14.4
"New Mexico","Both",2006,23.95,16.2
"New Mexico","Males",2007,26.41,17.85
"New Mexico","Females",2007,20.67,14.06
"New Mexico","Both",2007,23.49,15.92
"New Mexico","Males",2008,25.81,17.22
"New Mexico","Females",2008,20,13.35
"New Mexico","Both",2008,22.85,15.25
"New Mexico","Males",2009,25.6,16.82
"New Mexico","Females",2009,19.93,13.22
"New Mexico","Both",2009,22.71,14.99
"New Mexico","Males",2010,24.85,16.34
"New Mexico","Females",2010,19.76,13.03
"New Mexico","Both",2010,22.26,14.65
"New Mexico","Males",2011,24.27,15.66
"New Mexico","Females",2011,19.47,13.36
"New Mexico","Both",2011,21.83,14.49
"New Mexico","Males",2012,23.58,14.97
"New Mexico","Females",2012,18.94,12.82
"New Mexico","Both",2012,21.22,13.88
"New York","Males",1996,25.63,20.58
"New York","Females",1996,22.58,18.24
"New York","Both",1996,24.08,19.39
"New York","Males",1997,25.4,20.07
"New York","Females",1997,22.57,17.9
"New York","Both",1997,23.96,18.97
"New York","Males",1998,25.31,19.67
"New York","Females",1998,22.5,17.63
"New York","Both",1998,23.88,18.63
"New York","Males",1999,25.91,19.35
"New York","Females",1999,22.51,17.13
"New York","Both",1999,24.18,18.22
"New York","Males",2000,25.81,19.1
"New York","Females",2000,22.03,16.58
"New York","Both",2000,23.88,17.82
"New York","Males",2001,25.86,18.86
"New York","Females",2001,21.82,16.27
"New York","Both",2001,23.8,17.54
"New York","Males",2002,26.15,18.65
"New York","Females",2002,21.95,16.31
"New York","Both",2002,24.01,17.46
"New York","Males",2003,25.9,18.45
"New York","Females",2003,21.48,15.76
"New York","Both",2003,23.65,17.08
"New York","Males",2004,24.92,17.96
"New York","Females",2004,20.79,15.19
"New York","Both",2004,22.82,16.55
"New York","Males",2005,24.24,17.18
"New York","Females",2005,20.27,14.61
"New York","Both",2005,22.22,15.87
"New York","Males",2006,23.31,16.29
"New York","Females",2006,19.79,14.13
"New York","Both",2006,21.52,15.19
"New York","Males",2007,22.78,16
"New York","Females",2007,19.11,13.54
"New York","Both",2007,20.91,14.75
"New York","Males",2008,22,15.16
"New York","Females",2008,18.23,12.96
"New York","Both",2008,20.08,14.04
"New York","Males",2009,21.46,14.35
"New York","Females",2009,17.68,12.38
"New York","Both",2009,19.54,13.35
"New York","Males",2010,21.12,13.94
"New York","Females",2010,17.27,12.04
"New York","Both",2010,19.16,12.97
"New York","Males",2011,20.22,13.15
"New York","Females",2011,16.61,11.13
"New York","Both",2011,18.38,12.12
"New York","Males",2012,19.65,12.56
"New York","Females",2012,16.2,10.7
"New York","Both",2012,17.9,11.62
"North Carolina","Males",1996,30.65,26.08
"North Carolina","Females",1996,23.1,19.39
"North Carolina","Both",1996,26.81,22.68
"North Carolina","Males",1997,30.27,25.32
"North Carolina","Females",1997,22.95,19.06
"North Carolina","Both",1997,26.55,22.13
"North Carolina","Males",1998,30.11,24.8
"North Carolina","Females",1998,22.95,18.88
"North Carolina","Both",1998,26.46,21.79
"North Carolina","Males",1999,29.78,24.06
"North Carolina","Females",1999,22.91,18.73
"North Carolina","Both",1999,26.29,21.35
"North Carolina","Males",2000,29.94,24.07
"North Carolina","Females",2000,22.97,18.61
"North Carolina","Both",2000,26.39,21.29
"North Carolina","Males",2001,29.49,23.51
"North Carolina","Females",2001,22.95,18.45
"North Carolina","Both",2001,26.16,20.94
"North Carolina","Males",2002,29.45,22.99
"North Carolina","Females",2002,23.12,18.16
"North Carolina","Both",2002,26.23,20.53
"North Carolina","Males",2003,29.03,22.49
"North Carolina","Females",2003,22.72,17.81
"North Carolina","Both",2003,25.82,20.11
"North Carolina","Males",2004,28.44,21.99
"North Carolina","Females",2004,22.19,17.24
"North Carolina","Both",2004,25.26,19.57
"North Carolina","Males",2005,27.93,21.26
"North Carolina","Females",2005,22.24,17.17
"North Carolina","Both",2005,25.03,19.18
"North Carolina","Males",2006,27.28,20.42
"North Carolina","Females",2006,21.66,16.64
"North Carolina","Both",2006,24.42,18.5
"North Carolina","Males",2007,26.55,19.67
"North Carolina","Females",2007,21.17,16.14
"North Carolina","Both",2007,23.81,17.87
"North Carolina","Males",2008,26.23,19.28
"North Carolina","Females",2008,20.75,15.62
"North Carolina","Both",2008,23.44,17.42
"North Carolina","Males",2009,25.61,18.63
"North Carolina","Females",2009,20.52,15.4
"North Carolina","Both",2009,23.02,16.98
"North Carolina","Males",2010,25.07,17.88
"North Carolina","Females",2010,19.98,14.61
"North Carolina","Both",2010,22.48,16.22
"North Carolina","Males",2011,24.34,17.36
"North Carolina","Females",2011,20.04,14.59
"North Carolina","Both",2011,22.15,15.95
"North Carolina","Males",2012,23.64,16.61
"North Carolina","Females",2012,19.51,14.03
"North Carolina","Both",2012,21.54,15.3
"North Dakota","Males",1996,26.41,22.02
"North Dakota","Females",1996,21.79,18.57
"North Dakota","Both",1996,24.06,20.27
"North Dakota","Males",1997,26.09,21.39
"North Dakota","Females",1997,21.72,18.27
"North Dakota","Both",1997,23.87,19.8
"North Dakota","Males",1998,26.04,21.04
"North Dakota","Females",1998,21.83,18.12
"North Dakota","Both",1998,23.9,19.55
"North Dakota","Males",1999,26.1,20.61
"North Dakota","Females",1999,21.81,17.31
"North Dakota","Both",1999,23.92,18.93
"North Dakota","Males",2000,26.3,20.33
"North Dakota","Females",2000,21.83,17.04
"North Dakota","Both",2000,24.03,18.65
"North Dakota","Males",2001,26.5,20.44
"North Dakota","Females",2001,22.48,17.13
"North Dakota","Both",2001,24.45,18.75
"North Dakota","Males",2002,26.68,20.34
"North Dakota","Females",2002,22.14,16.68
"North Dakota","Both",2002,24.36,18.48
"North Dakota","Males",2003,26.43,19.97
"North Dakota","Females",2003,22.13,16.68
"North Dakota","Both",2003,24.24,18.29
"North Dakota","Males",2004,25.92,19.82
"North Dakota","Females",2004,21.93,16.7
"North Dakota","Both",2004,23.89,18.23
"North Dakota","Males",2005,25.56,19.33
"North Dakota","Females",2005,22.08,16.65
"North Dakota","Both",2005,23.79,17.97
"North Dakota","Males",2006,25.44,18.96
"North Dakota","Females",2006,21.84,16.46
"North Dakota","Both",2006,23.61,17.69
"North Dakota","Males",2007,24.94,18.62
"North Dakota","Females",2007,21.92,16.5
"North Dakota","Both",2007,23.4,17.54
"North Dakota","Males",2008,24.55,18.35
"North Dakota","Females",2008,21.4,16
"North Dakota","Both",2008,22.94,17.16
"North Dakota","Males",2009,24.17,17.78
"North Dakota","Females",2009,20.96,15.52
"North Dakota","Both",2009,22.54,16.63
"North Dakota","Males",2010,23.88,17.55
"North Dakota","Females",2010,20.3,14.95
"North Dakota","Both",2010,22.05,16.23
"North Dakota","Males",2011,23.79,17.76
"North Dakota","Females",2011,20.24,15.05
"North Dakota","Both",2011,21.98,16.38
"North Dakota","Males",2012,23.39,17.27
"North Dakota","Females",2012,20,14.76
"North Dakota","Both",2012,21.66,15.99
"Ohio","Males",1996,30.17,26.38
"Ohio","Females",1996,25.42,22.51
"Ohio","Both",1996,27.75,24.41
"Ohio","Males",1997,30.1,25.96
"Ohio","Females",1997,25.53,22.37
"Ohio","Both",1997,27.77,24.13
"Ohio","Males",1998,29.84,25.35
"Ohio","Females",1998,25.54,22.11
"Ohio","Both",1998,27.65,23.7
"Ohio","Males",1999,29.8,24.66
"Ohio","Females",1999,26.06,22.01
"Ohio","Both",1999,27.9,23.31
"Ohio","Males",2000,30.01,24.35
"Ohio","Females",2000,26.16,21.47
"Ohio","Both",2000,28.05,22.88
"Ohio","Males",2001,30.34,24.39
"Ohio","Females",2001,26.54,21.35
"Ohio","Both",2001,28.41,22.84
"Ohio","Males",2002,30.54,24.17
"Ohio","Females",2002,27.24,21.42
"Ohio","Both",2002,28.86,22.77
"Ohio","Males",2003,29.99,23.49
"Ohio","Females",2003,27.02,21.14
"Ohio","Both",2003,28.48,22.3
"Ohio","Males",2004,29.3,22.82
"Ohio","Females",2004,26.54,20.64
"Ohio","Both",2004,27.89,21.71
"Ohio","Males",2005,28.89,22.38
"Ohio","Females",2005,26.41,20.52
"Ohio","Both",2005,27.63,21.43
"Ohio","Males",2006,27.37,21.02
"Ohio","Females",2006,25.06,19.35
"Ohio","Both",2006,26.2,20.17
"Ohio","Males",2007,26.64,20.39
"Ohio","Females",2007,24.32,18.72
"Ohio","Both",2007,25.46,19.54
"Ohio","Males",2008,26.53,20.3
"Ohio","Females",2008,23.79,18.07
"Ohio","Both",2008,25.14,19.17
"Ohio","Males",2009,26.13,19.96
"Ohio","Females",2009,23.55,17.85
"Ohio","Both",2009,24.82,18.89
"Ohio","Males",2010,26.04,19.7
"Ohio","Females",2010,23.21,17.4
"Ohio","Both",2010,24.6,18.53
"Ohio","Males",2011,25.85,19.53
"Ohio","Females",2011,23.06,17.5
"Ohio","Both",2011,24.43,18.5
"Ohio","Males",2012,25.08,18.7
"Ohio","Females",2012,22.47,16.85
"Ohio","Both",2012,23.75,17.76
"Oklahoma","Males",1996,28.48,24.42
"Oklahoma","Females",1996,24.33,21.53
"Oklahoma","Both",1996,26.37,22.95
"Oklahoma","Males",1997,28.45,24.07
"Oklahoma","Females",1997,24.46,21.37
"Oklahoma","Both",1997,26.42,22.69
"Oklahoma","Males",1998,28.34,23.64
"Oklahoma","Females",1998,24.56,21.2
"Oklahoma","Both",1998,26.42,22.4
"Oklahoma","Males",1999,29.1,23.84
"Oklahoma","Females",1999,25.37,21.56
"Oklahoma","Both",1999,27.2,22.68
"Oklahoma","Males",2000,29.65,24.03
"Oklahoma","Females",2000,25.68,21.62
"Oklahoma","Both",2000,27.63,22.8
"Oklahoma","Males",2001,29.4,23.73
"Oklahoma","Females",2001,25.94,21.5
"Oklahoma","Both",2001,27.64,22.59
"Oklahoma","Males",2002,29.55,23.31
"Oklahoma","Females",2002,26.14,21.1
"Oklahoma","Both",2002,27.81,22.19
"Oklahoma","Males",2003,30.28,23.62
"Oklahoma","Females",2003,26.5,21.01
"Oklahoma","Both",2003,28.35,22.29
"Oklahoma","Males",2004,29.87,23.31
"Oklahoma","Females",2004,25.98,20.49
"Oklahoma","Both",2004,27.89,21.88
"Oklahoma","Males",2005,29.63,23.05
"Oklahoma","Females",2005,26.06,20.38
"Oklahoma","Both",2005,27.81,21.69
"Oklahoma","Males",2006,29.46,22.48
"Oklahoma","Females",2006,26.06,19.98
"Oklahoma","Both",2006,27.73,21.21
"Oklahoma","Males",2007,29.3,22.36
"Oklahoma","Females",2007,26.04,19.83
"Oklahoma","Both",2007,27.64,21.07
"Oklahoma","Males",2008,29.42,22.37
"Oklahoma","Females",2008,25.78,19.69
"Oklahoma","Both",2008,27.57,21.01
"Oklahoma","Males",2009,29.04,21.89
"Oklahoma","Females",2009,25.7,19.35
"Oklahoma","Both",2009,27.34,20.6
"Oklahoma","Males",2010,28.48,21.05
"Oklahoma","Females",2010,25.14,18.61
"Oklahoma","Both",2010,26.78,19.81
"Oklahoma","Males",2011,27.34,20.04
"Oklahoma","Females",2011,24.66,18.34
"Oklahoma","Both",2011,25.97,19.18
"Oklahoma","Males",2012,26.64,19.26
"Oklahoma","Females",2012,24.1,17.72
"Oklahoma","Both",2012,25.35,18.47
"Oregon","Males",1996,26.7,21.91
"Oregon","Females",1996,21.94,17.46
"Oregon","Both",1996,24.28,19.64
"Oregon","Males",1997,26.31,21.2
"Oregon","Females",1997,21.83,17.12
"Oregon","Both",1997,24.03,19.12
"Oregon","Males",1998,25.83,20.42
"Oregon","Females",1998,21.7,16.79
"Oregon","Both",1998,23.73,18.57
"Oregon","Males",1999,25.54,19.9
"Oregon","Females",1999,21.45,16.22
"Oregon","Both",1999,23.46,18.03
"Oregon","Males",2000,25.27,19.63
"Oregon","Females",2000,21.38,16.05
"Oregon","Both",2000,23.29,17.81
"Oregon","Males",2001,25.18,19.29
"Oregon","Females",2001,21.65,16.22
"Oregon","Both",2001,23.38,17.73
"Oregon","Males",2002,25.67,19.16
"Oregon","Females",2002,21.5,15.98
"Oregon","Both",2002,23.55,17.54
"Oregon","Males",2003,25.22,18.62
"Oregon","Females",2003,20.86,15.67
"Oregon","Both",2003,23,17.12
"Oregon","Males",2004,24.72,18.13
"Oregon","Females",2004,20.45,15.31
"Oregon","Both",2004,22.55,16.69
"Oregon","Males",2005,23.96,17.48
"Oregon","Females",2005,20.01,14.95
"Oregon","Both",2005,21.95,16.19
"Oregon","Males",2006,23.49,17.11
"Oregon","Females",2006,19.43,14.53
"Oregon","Both",2006,21.42,15.8
"Oregon","Males",2007,22.86,16.62
"Oregon","Females",2007,19.26,14.39
"Oregon","Both",2007,21.02,15.49
"Oregon","Males",2008,22.13,16.12
"Oregon","Females",2008,19.08,14.15
"Oregon","Both",2008,20.58,15.12
"Oregon","Males",2009,21.53,15.63
"Oregon","Females",2009,18.79,13.98
"Oregon","Both",2009,20.14,14.79
"Oregon","Males",2010,21.39,15.06
"Oregon","Females",2010,18.93,13.75
"Oregon","Both",2010,20.14,14.39
"Oregon","Males",2011,21.82,15.41
"Oregon","Females",2011,19.01,13.63
"Oregon","Both",2011,20.39,14.51
"Oregon","Males",2012,21.08,14.64
"Oregon","Females",2012,18.44,13.03
"Oregon","Both",2012,19.74,13.82
"Pennsylvania","Males",1996,27.69,23.43
"Pennsylvania","Females",1996,25.33,20.97
"Pennsylvania","Both",1996,26.49,22.18
"Pennsylvania","Males",1997,27.6,23
"Pennsylvania","Females",1997,25.27,20.73
"Pennsylvania","Both",1997,26.42,21.84
"Pennsylvania","Males",1998,27.5,22.55
"Pennsylvania","Females",1998,25.18,20.48
"Pennsylvania","Both",1998,26.32,21.49
"Pennsylvania","Males",1999,27.81,22.39
"Pennsylvania","Females",1999,25.04,20.26
"Pennsylvania","Both",1999,26.4,21.3
"Pennsylvania","Males",2000,27.8,22.15
"Pennsylvania","Females",2000,25.08,20.03
"Pennsylvania","Both",2000,26.42,21.07
"Pennsylvania","Males",2001,28.23,22.36
"Pennsylvania","Females",2001,25.3,20.05
"Pennsylvania","Both",2001,26.74,21.18
"Pennsylvania","Males",2002,28.34,22.15
"Pennsylvania","Females",2002,25.62,20.05
"Pennsylvania","Both",2002,26.96,21.09
"Pennsylvania","Males",2003,27.58,21.1
